vcestil,vcmater,vccolor,estilo-mat-col,programa,asignado,fpespunte,qfpespu,fmontado,qfmonta,totpares
10673,CH,NE,10673CHNE,13/06/2016,1,  -   -,0,08/07/2016,3,193
10673,CH,PA,10673CHPA,13/06/2016,1,  -   -,0,12/07/2016,3,146
10673,CH,VI,10673CHVI,13/06/2016,1,  -   -,0,14/07/2016,3,112
10673,CH,ZM,10673CHZM,13/06/2016,1,  -   -,0,12/07/2016,3,112
10673,EP,OR,10673EPOR,13/06/2016,1,  -   -,0,12/07/2016,3,14
10673,EP,OS,10673EPOS,13/06/2016,1,  -   -,0,14/07/2016,3,84
10673,EP,PL,10673EPPL,13/06/2016,1,  -   -,0,14/07/2016,3,27
10300,SI,FI,10300SIFI,14/06/2016,11,  -   -,0,22/06/2016,3,194
10300,SI,YL,10300SIYL,14/06/2016,11,  -   -,0,22/06/2016,3,179
1609,SI,RS,1609SIRS,15/06/2016,16,  -   -,0,23/06/2016,3,193
40076,RP,NE,40076RPNE,17/06/2016,6,  -   -,0,17/08/2016,3,21
10300,SI,FI,10300SIFI,20/06/2016,11,  -   -,0,30/06/2016,3,361
10300,SI,YL,10300SIYL,20/06/2016,11,  -   -,0,29/06/2016,3,589
11077,CH,NE,11077CHNE,20/06/2016,4,  -   -,0,22/07/2016,3,15
11077,CH,PA,11077CHPA,20/06/2016,4,  -   -,0,22/07/2016,3,3
11077,CQ,OS,11077CQOS,20/06/2016,4,  -   -,0,23/07/2016,3,12
11077,CQ,PL,11077CQPL,20/06/2016,4,  -   -,0,22/07/2016,3,24
11077,P1,BL,11077P1BL,20/06/2016,4,  -   -,0,22/07/2016,3,12
11077,P1,NE,11077P1NE,20/06/2016,4,  -   -,0,22/07/2016,3,192
13681,GA,CC,13681GACC,20/06/2016,4,  -   -,0,27/07/2016,3,60
13681,GA,NE,13681GANE,20/06/2016,4,  -   -,0,26/07/2016,3,28
13681,NA,NE,13681NANE,20/06/2016,4,  -   -,0,27/07/2016,3,60
1525,SI,TN,1525SITN,20/06/2016,15,  -   -,0,01/07/2016,3,285
10693,GL,OS,10693GLOS,21/06/2016,2,  -   -,0,04/07/2016,3,402
10693,GL,PL,10693GLPL,21/06/2016,2,  -   -,0,04/07/2016,3,402
13627,GL,OO,13627GLOO,21/06/2016,1,  -   -,0,12/07/2016,3,15
13627,GL,OS,13627GLOS,21/06/2016,1,  -   -,0,07/07/2016,3,15
13627,GL,PL,13627GLPL,21/06/2016,1,  -   -,0,07/07/2016,3,15
90036,C7,OO,90036C7OO,21/06/2016,1,  -   -,0,12/07/2016,3,6
90036,C7,OS,90036C7OS,21/06/2016,1,  -   -,0,12/07/2016,3,12
10673,CH,VI,10673CHVI,22/06/2016,1,  -   -,0,08/07/2016,3,15
10673,EP,PL,10673EPPL,22/06/2016,1,  -   -,0,13/07/2016,3,996
1609,SI,RS,1609SIRS,22/06/2016,16,  -   -,0,29/06/2016,3,299
10673,CH,PA,10673CHPA,23/06/2016,21,  -   -,0,13/07/2016,3,15
10673,EP,OS,10673EPOS,23/06/2016,1,  -   -,0,21/07/2016,3,1259
10673,SM,NE,10673SMNE,23/06/2016,21,  -   -,0,12/07/2016,3,19
11571,SM,NE,11571SMNE,23/06/2016,21,  -   -,0,12/07/2016,3,19
11571,SM,PA,11571SMPA,23/06/2016,21,  -   -,0,15/07/2016,3,22
80267,GA,NE,80267GANE,23/06/2016,26,  -   -,0,13/07/2016,3,171
80267,GA,TU,80267GATU,23/06/2016,26,  -   -,0,12/07/2016,3,172
80267,GA,VI,80267GAVI,23/06/2016,26,  -   -,0,13/07/2016,3,171
10673,EP,OR,10673EPOR,24/06/2016,1,  -   -,0,14/07/2016,3,612
10673,EP,PL,10673EPPL,24/06/2016,1,  -   -,0,18/07/2016,3,628
95031,SM,NE,95031SMNE,24/06/2016,5,  -   -,0,23/07/2016,3,45
95033,NU,CA,95033NUCA,24/06/2016,5,  -   -,0,20/07/2016,3,24
95033,NU,NE,95033NUNE,24/06/2016,5,  -   -,0,20/07/2016,3,24
95032,AN,CG,95032ANCG,27/06/2016,5,  -   -,0,30/07/2016,3,255
95032,AN,NE,95032ANNE,27/06/2016,5,  -   -,0,01/08/2016,3,262
10303,SI,NE,10303SINE,28/06/2016,16,  -   -,0,07/07/2016,3,114
10673,CH,NE,10673CHNE,28/06/2016,1,  -   -,0,21/07/2016,3,517
10673,CH,PA,10673CHPA,28/06/2016,21,  -   -,0,13/07/2016,3,34
10673,CH,VI,10673CHVI,28/06/2016,1,  -   -,0,19/07/2016,3,385
10673,EP,OS,10673EPOS,28/06/2016,21,  -   -,0,12/07/2016,3,18
10673,EP,PL,10673EPPL,28/06/2016,21,  -   -,0,13/07/2016,3,18
10673,SM,NE,10673SMNE,28/06/2016,21,  -   -,0,08/07/2016,3,18
10673,SM,VI,10673SMVI,28/06/2016,21,  -   -,0,12/07/2016,3,18
10673,VB,NE,10673VBNE,28/06/2016,21,  -   -,0,12/07/2016,3,18
10685,VB,M1,10685VBM1,28/06/2016,21,  -   -,0,12/07/2016,3,18
1609,SI,AC,1609SIAC,28/06/2016,16,  -   -,0,07/07/2016,3,200
10673,CH,M_,10673CHM_,29/06/2016,1,  -   -,0,20/07/2016,3,26
10673,CH,PA,10673CHPA,29/06/2016,1,  -   -,0,22/07/2016,3,82
10673,CH,RO,10673CHRO,29/06/2016,1,  -   -,0,20/07/2016,3,21
10673,CH,ZM,10673CHZM,29/06/2016,1,  -   -,0,22/07/2016,3,303
10673,VB,TU,10673VBTU,29/06/2016,1,  -   -,0,19/07/2016,3,203
90044,DU,NE,90044DUNE,29/06/2016,26,  -   -,0,20/07/2016,3,17
90044,DU,VI,90044DUVI,29/06/2016,26,  -   -,0,20/07/2016,3,17
11127,MP,NE,11127MPNE,01/07/2016,4,  -   -,0,23/07/2016,3,30
11127,NM,OR,11127NMOR,01/07/2016,4,  -   -,0,28/07/2016,3,24
11127,NM,OS,11127NMOS,01/07/2016,4,  -   -,0,28/07/2016,3,16
11129,EP,OR,11129EPOR,01/07/2016,4,  -   -,0,30/07/2016,3,15
11129,EP,PL,11129EPPL,01/07/2016,4,  -   -,0,30/07/2016,3,33
13626,SA,NE,13626SANE,01/07/2016,4,  -   -,0,01/08/2016,3,15
13626,SA,PL,13626SAPL,01/07/2016,4,  -   -,0,01/08/2016,3,15
8048,GA,NE,8048GANE,01/07/2016,14,  -   -,0,28/07/2016,3,120
11126,GL,NE,11126GLNE,04/07/2016,3,  -   -,0,10/09/2016,3,24
95031,SM,NE,95031SMNE,04/07/2016,3,  -   -,0,12/09/2016,3,18
10300,SI,FI,10300SIFI,05/07/2016,11,  -   -,0,12/07/2016,3,599
10300,SI,YL,10300SIYL,05/07/2016,11,  -   -,0,12/07/2016,3,600
40074,EP,OR,40074EPOR,06/07/2016,4,  -   -,0,10/08/2016,3,261
40074,EP,OS,40074EPOS,06/07/2016,4,  -   -,0,04/08/2016,3,143
40074,EP,PL,40074EPPL,06/07/2016,4,  -   -,0,04/08/2016,3,245
8283,GA,C1,8283GAC1,06/07/2016,15,  -   -,0,01/08/2016,3,120
11077,CH,NE,11077CHNE,08/07/2016,5,  -   -,0,26/07/2016,3,27
11077,CH,PA,11077CHPA,08/07/2016,5,  -   -,0,26/07/2016,3,97
11077,CQ,OS,11077CQOS,08/07/2016,5,  -   -,0,22/07/2016,3,44
11077,CQ,PL,11077CQPL,08/07/2016,5,  -   -,0,22/07/2016,3,30
11077,P1,BL,11077P1BL,08/07/2016,5,  -   -,0,22/07/2016,3,27
11077,P1,NE,11077P1NE,08/07/2016,5,  -   -,0,22/07/2016,3,41
11077,VB,BL,11077VBBL,08/07/2016,5,  -   -,0,23/07/2016,3,14
11077,VX,NE,11077VXNE,08/07/2016,5,  -   -,0,22/07/2016,3,15
10300,SI,FI,10300SIFI,11/07/2016,11,  -   -,0,19/07/2016,3,200
10300,SI,YL,10300SIYL,11/07/2016,11,  -   -,0,19/07/2016,3,400
13625,BO,M_,13625BOM_,11/07/2016,5,  -   -,0,03/08/2016,3,13
13625,MP,NE,13625MPNE,11/07/2016,5,  -   -,0,01/08/2016,3,13
90075,GL,OO,90075GLOO,11/07/2016,5,  -   -,0,26/07/2016,3,280
10673,CH,RO,10673CHRO,12/07/2016,1,  -   -,0,20/07/2016,3,382
10673,EP,PL,10673EPPL,12/07/2016,1,  -   -,0,23/07/2016,3,688
90075,GL,OS,90075GLOS,13/07/2016,5,  -   -,0,11/08/2016,3,280
90075,GL,PL,90075GLPL,13/07/2016,5,  -   -,0,12/08/2016,3,280
10693,GL,OO,10693GLOO,14/07/2016,2,  -   -,0,26/07/2016,3,300
10693,GL,PL,10693GLPL,14/07/2016,2,  -   -,0,27/07/2016,3,351
11123,CH,PA,11123CHPA,14/07/2016,1,  -   -,0,28/07/2016,3,274
11123,NB,NE,11123NBNE,14/07/2016,1,  -   -,0,28/07/2016,3,163
11123,VB,PL,11123VBPL,14/07/2016,1,  -   -,0,28/07/2016,3,171
11123,VB,SG,11123VBSG,14/07/2016,1,  -   -,0,27/07/2016,3,182
40074,EP,OS,40074EPOS,15/07/2016,4,  -   -,0,13/08/2016,3,198
40074,EP,PL,40074EPPL,15/07/2016,4,  -   -,0,15/08/2016,3,198
10300,SI,FI,10300SIFI,18/07/2016,11,  -   -,0,26/07/2016,3,200
10300,SI,YL,10300SIYL,18/07/2016,11,  -   -,0,26/07/2016,3,200
10693,GL,PL,10693GLPL,18/07/2016,2,  -   -,0,01/08/2016,3,613
10673,EP,OS,10673EPOS,19/07/2016,1,  -   -,0,03/08/2016,3,32
10673,EP,PL,10673EPPL,19/07/2016,1,  -   -,0,03/08/2016,3,12
10693,GL,N5,10693GLN5,21/07/2016,2,  -   -,0,06/08/2016,3,815
10693,GL,NE,10693GLNE,21/07/2016,2,  -   -,0,01/08/2016,3,49
10693,GL,NV,10693GLNV,21/07/2016,2,  -   -,0,29/07/2016,3,92
11061,CH,NE,11061CHNE,21/07/2016,3,  -   -,0,04/10/2016,3,9
11061,CH,PA,11061CHPA,21/07/2016,3,  -   -,0,04/10/2016,3,9
11128,SC,NE,11128SCNE,21/07/2016,3,  -   -,0,04/10/2016,3,10
11129,EP,OR,11129EPOR,21/07/2016,3,  -   -,0,04/10/2016,3,12
13626,SA,NE,13626SANE,21/07/2016,3,  -   -,0,04/10/2016,3,10
10693,GL,NV,10693GLNV,22/07/2016,2,  -   -,0,01/08/2016,3,176
10693,GL,OS,10693GLOS,22/07/2016,2,  -   -,0,03/08/2016,3,281
10693,GL,PL,10693GLPL,22/07/2016,2,  -   -,0,03/08/2016,3,300
8048,GA,NE,8048GANE,22/07/2016,14,  -   -,0,09/08/2016,3,295
10673,CH,NE,10673CHNE,25/07/2016,1,  -   -,0,01/08/2016,3,187
10673,CH,PA,10673CHPA,25/07/2016,1,  -   -,0,02/08/2016,3,150
10673,CH,RO,10673CHRO,25/07/2016,1,  -   -,0,02/08/2016,3,140
10673,CH,VI,10673CHVI,25/07/2016,1,  -   -,0,04/08/2016,3,218
10673,CH,ZM,10673CHZM,25/07/2016,1,  -   -,0,04/08/2016,3,210
8283,GA,C1,8283GAC1,25/07/2016,15,  -   -,0,09/08/2016,3,300
10673,CH,PA,10673CHPA,26/07/2016,21,  -   -,0,09/08/2016,3,22
10673,DU,AK,10673DUAK,26/07/2016,1,  -   -,0,02/08/2016,3,12
10673,EP,OR,10673EPOR,26/07/2016,1,  -   -,0,04/08/2016,3,68
10673,EP,OS,10673EPOS,26/07/2016,1,  -   -,0,03/08/2016,3,100
10673,EP,PL,10673EPPL,26/07/2016,1,  -   -,0,08/08/2016,3,144
10673,LZ,OR,10673LZOR,26/07/2016,1,  -   -,0,04/08/2016,3,18
10673,LZ,OS,10673LZOS,26/07/2016,1,  -   -,0,04/08/2016,3,44
10673,LZ,PL,10673LZPL,26/07/2016,1,  -   -,0,03/08/2016,3,74
10673,VB,NE,10673VBNE,26/07/2016,1,  -   -,0,04/08/2016,3,68
11123,CH,PA,11123CHPA,26/07/2016,1,  -   -,0,06/08/2016,3,362
11123,VB,PL,11123VBPL,26/07/2016,21,  -   -,0,09/08/2016,3,40
11571,SM,NE,11571SMNE,26/07/2016,21,  -   -,0,09/08/2016,3,20
11571,SM,PA,11571SMPA,26/07/2016,21,  -   -,0,09/08/2016,3,16
60251,CH,PA,60251CHPA,26/07/2016,21,  -   -,0,08/08/2016,3,17
11123,NB,NE,11123NBNE,27/07/2016,1,  -   -,0,09/08/2016,3,447
11123,VB,OS,11123VBOS,27/07/2016,1,  -   -,0,05/08/2016,3,112
11123,VB,PL,11123VBPL,27/07/2016,1,  -   -,0,05/08/2016,3,112
11123,VB,SG,11123VBSG,27/07/2016,1,  -   -,0,09/08/2016,3,199
11571,PI,NE,11571PINE,27/07/2016,1,  -   -,0,08/08/2016,3,23
11571,PI,PA,11571PIPA,27/07/2016,1,  -   -,0,09/08/2016,3,14
11571,SM,NE,11571SMNE,27/07/2016,1,  -   -,0,06/08/2016,3,24
11571,SM,PA,11571SMPA,27/07/2016,1,  -   -,0,08/08/2016,3,12
8048,GA,NE,8048GANE,28/07/2016,14,  -   -,0,17/08/2016,3,300
10673,EP,PL,10673EPPL,29/07/2016,1,  -   -,0,10/08/2016,3,913
10673,CH,NE,10673CHNE,01/08/2016,1,  -   -,0,09/08/2016,3,96
10673,CH,NN,10673CHNN,01/08/2016,1,  -   -,0,10/08/2016,3,386
10673,CH,PA,10673CHPA,01/08/2016,1,  -   -,0,13/08/2016,3,62
10673,CH,RO,10673CHRO,01/08/2016,1,  -   -,0,10/08/2016,3,110
10673,CH,VI,10673CHVI,01/08/2016,1,  -   -,0,10/08/2016,3,32
10673,CH,ZM,10673CHZM,01/08/2016,1,  -   -,0,10/08/2016,3,36
10673,LZ,OR,10673LZOR,01/08/2016,1,  -   -,0,11/08/2016,3,65
10673,LZ,OS,10673LZOS,01/08/2016,1,  -   -,0,11/08/2016,3,62
10673,LZ,PL,10673LZPL,01/08/2016,1,  -   -,0,10/08/2016,3,65
10673,VB,NE,10673VBNE,01/08/2016,1,  -   -,0,10/08/2016,3,19
10673,VB,TU,10673VBTU,01/08/2016,1,  -   -,0,10/08/2016,3,18
10698,NU,CC,10698NUCC,01/08/2016,3,  -   -,0,03/10/2016,3,12
40074,EP,OR,40074EPOR,01/08/2016,4,  -   -,0,16/08/2016,3,55
40074,EP,OS,40074EPOS,01/08/2016,4,  -   -,0,15/08/2016,3,189
40074,EP,PL,40074EPPL,01/08/2016,4,  -   -,0,16/08/2016,3,262
8283,GA,C1,8283GAC1,01/08/2016,15,  -   -,0,17/08/2016,3,300
10673,CH,NE,10673CHNE,02/08/2016,21,  -   -,0,19/08/2016,3,12
10673,CH,VI,10673CHVI,02/08/2016,21,  -   -,0,19/08/2016,3,41
10693,GL,N5,10693GLN5,02/08/2016,2,  -   -,0,12/08/2016,3,72
10693,GL,NE,10693GLNE,02/08/2016,2,  -   -,0,17/08/2016,3,40
10693,GL,NV,10693GLNV,02/08/2016,2,  -   -,0,15/08/2016,3,291
10693,GL,OO,10693GLOO,02/08/2016,2,  -   -,0,12/08/2016,3,12
10693,GL,OS,10693GLOS,02/08/2016,2,  -   -,0,16/08/2016,3,458
10693,GL,PL,10693GLPL,02/08/2016,2,  -   -,0,16/08/2016,3,74
10697,GX,SG,10697GXSG,02/08/2016,26,  -   -,0,03/10/2016,3,128
11126,GL,NE,11126GLNE,02/08/2016,26,  -   -,0,28/09/2016,3,60
13602,VB,NE,13602VBNE,02/08/2016,21,  -   -,0,12/08/2016,3,18
13627,GL,OS,13627GLOS,02/08/2016,1,  -   -,0,15/08/2016,3,14
13627,GL,PL,13627GLPL,02/08/2016,1,  -   -,0,15/08/2016,3,14
14501,CH,NE,14501CHNE,02/08/2016,21,  -   -,0,26/08/2016,3,18
40074,EP,OR,40074EPOR,02/08/2016,24,  -   -,0,23/08/2016,3,10
40074,EP,PL,40074EPPL,02/08/2016,24,  -   -,0,23/08/2016,3,6
90036,C7,OO,90036C7OO,02/08/2016,1,  -   -,0,18/08/2016,3,21
90036,C7,OS,90036C7OS,02/08/2016,1,  -   -,0,17/08/2016,3,10
90036,C7,PL,90036C7PL,02/08/2016,1,  -   -,0,18/08/2016,3,10
90075,GL,OS,90075GLOS,02/08/2016,25,  -   -,0,07/09/2016,3,172
90075,GL,PL,90075GLPL,02/08/2016,25,  -   -,0,06/09/2016,3,170
95031,SM,VI,95031SMVI,02/08/2016,25,  -   -,0,08/09/2016,3,199
10673,CH,M_,10673CHM_,03/08/2016,1,  -   -,0,11/08/2016,3,36
10673,CH,NE,10673CHNE,03/08/2016,1,  -   -,0,11/08/2016,3,72
10673,CH,PA,10673CHPA,03/08/2016,1,  -   -,0,11/08/2016,3,142
10673,CH,RO,10673CHRO,03/08/2016,1,  -   -,0,12/08/2016,3,15
10673,CH,VI,10673CHVI,03/08/2016,1,  -   -,0,13/08/2016,3,250
10673,CH,ZM,10673CHZM,03/08/2016,1,  -   -,0,15/08/2016,3,224
10673,DU,AK,10673DUAK,03/08/2016,1,  -   -,0,12/08/2016,3,12
10673,EP,OR,10673EPOR,03/08/2016,1,  -   -,0,15/08/2016,3,37
10673,EP,OS,10673EPOS,03/08/2016,1,  -   -,0,11/08/2016,3,49
10673,EP,PL,10673EPPL,03/08/2016,1,  -   -,0,11/08/2016,3,92
10673,LZ,OR,10673LZOR,04/08/2016,1,  -   -,0,13/08/2016,3,70
10673,LZ,OS,10673LZOS,04/08/2016,1,  -   -,0,13/08/2016,3,36
10673,LZ,PL,10673LZPL,04/08/2016,1,  -   -,0,13/08/2016,3,70
10673,VB,NE,10673VBNE,04/08/2016,1,  -   -,0,13/08/2016,3,60
13627,GL,PL,13627GLPL,04/08/2016,1,  -   -,0,18/08/2016,3,4
90036,VB,BL,90036VBBL,04/08/2016,1,  -   -,0,17/08/2016,3,39
12647,VB,SG,12647VBSG,05/08/2016,1,  -   -,0,24/08/2016,3,22
10673,CB,NE,10673CBNE,08/08/2016,1,  -   -,0,16/08/2016,3,108
10673,CH,RO,10673CHRO,08/08/2016,1,  -   -,0,22/08/2016,3,109
10673,CH,VI,10673CHVI,08/08/2016,1,  -   -,0,17/08/2016,3,17
10673,EP,OR,10673EPOR,08/08/2016,1,  -   -,0,23/08/2016,3,36
10673,EP,OS,10673EPOS,08/08/2016,1,  -   -,0,17/08/2016,3,205
10673,EP,PL,10673EPPL,08/08/2016,1,  -   -,0,17/08/2016,3,206
10673,LZ,OR,10673LZOR,08/08/2016,1,  -   -,0,17/08/2016,3,12
10673,LZ,PL,10673LZPL,08/08/2016,1,  -   -,0,17/08/2016,3,12
10673,SM,NE,10673SMNE,08/08/2016,21,  -   -,0,19/08/2016,3,25
10673,VB,CZ,10673VBCZ,08/08/2016,1,  -   -,0,19/08/2016,3,84
10673,VB,NE,10673VBNE,08/08/2016,1,  -   -,0,18/08/2016,3,12
10693,GL,N5,10693GLN5,08/08/2016,2,  -   -,0,17/08/2016,3,103
10693,GL,NE,10693GLNE,08/08/2016,2,  -   -,0,18/08/2016,3,130
10693,GL,NV,10693GLNV,08/08/2016,2,  -   -,0,17/08/2016,3,84
10693,GL,OS,10693GLOS,08/08/2016,2,  -   -,0,22/08/2016,3,185
10693,GL,PL,10693GLPL,08/08/2016,2,  -   -,0,18/08/2016,3,156
10697,GX,SG,10697GXSG,08/08/2016,3,  -   -,0,29/09/2016,3,22
10697,NB,NE,10697NBNE,08/08/2016,3,  -   -,0,29/09/2016,3,22
11077,CQ,PL,11077CQPL,08/08/2016,3,  -   -,0,30/09/2016,3,15
11571,SM,NE,11571SMNE,08/08/2016,21,  -   -,0,18/08/2016,3,17
11571,SM,PA,11571SMPA,08/08/2016,21,  -   -,0,23/08/2016,3,22
60251,CH,PA,60251CHPA,08/08/2016,21,  -   -,0,19/08/2016,3,7
10673,CH,NE,10673CHNE,09/08/2016,1,  -   -,0,18/08/2016,3,146
10673,CH,PA,10673CHPA,09/08/2016,1,  -   -,0,20/08/2016,3,173
10693,GL,N5,10693GLN5,09/08/2016,2,  -   -,0,19/08/2016,3,41
10693,GL,NE,10693GLNE,09/08/2016,2,  -   -,0,19/08/2016,3,12
10693,GL,NV,10693GLNV,09/08/2016,2,  -   -,0,19/08/2016,3,24
10693,GL,OS,10693GLOS,09/08/2016,2,  -   -,0,19/08/2016,3,117
10693,GL,PL,10693GLPL,09/08/2016,2,  -   -,0,20/08/2016,3,141
12647,AN,NE,12647ANNE,09/08/2016,2,  -   -,0,23/08/2016,3,16
12647,CH,ES,12647CHES,09/08/2016,2,  -   -,0,23/08/2016,3,36
12647,CH,PA,12647CHPA,09/08/2016,2,  -   -,0,23/08/2016,3,12
12647,GL,CH,12647GLCH,09/08/2016,2,  -   -,0,20/08/2016,3,12
12647,GL,NE,12647GLNE,09/08/2016,2,  -   -,0,23/08/2016,3,13
12647,SK,PE,12647SKPE,09/08/2016,2,  -   -,0,20/08/2016,3,17
12647,SM,NE,12647SMNE,09/08/2016,2,  -   -,0,22/08/2016,3,96
12647,SM,PA,12647SMPA,09/08/2016,2,  -   -,0,23/08/2016,3,18
12647,VB,BL,12647VBBL,09/08/2016,2,  -   -,0,20/08/2016,3,36
12647,VB,CZ,12647VBCZ,09/08/2016,2,  -   -,0,22/08/2016,3,24
12647,VB,OS,12647VBOS,09/08/2016,2,  -   -,0,20/08/2016,3,24
12647,VB,PL,12647VBPL,09/08/2016,2,  -   -,0,22/08/2016,3,18
12647,VB,SG,12647VBSG,09/08/2016,2,  -   -,0,22/08/2016,3,74
12647,VB,TU,12647VBTU,09/08/2016,2,  -   -,0,23/08/2016,3,84
12647,VX,MK,12647VXMK,09/08/2016,2,  -   -,0,22/08/2016,3,108
12647,VX,NE,12647VXNE,09/08/2016,2,  -   -,0,23/08/2016,3,65
13627,GL,NE,13627GLNE,09/08/2016,1,  -   -,0,19/08/2016,3,24
13627,GL,OO,13627GLOO,09/08/2016,1,  -   -,0,18/08/2016,3,12
13627,GL,OS,13627GLOS,09/08/2016,1,  -   -,0,18/08/2016,3,24
13627,GL,PL,13627GLPL,09/08/2016,1,  -   -,0,18/08/2016,3,12
60251,CH,NE,60251CHNE,09/08/2016,1,  -   -,0,23/08/2016,3,12
60251,CH,PA,60251CHPA,09/08/2016,1,  -   -,0,19/08/2016,3,51
60251,VX,MK,60251VXMK,09/08/2016,1,  -   -,0,19/08/2016,3,12
60251,VX,NE,60251VXNE,09/08/2016,1,  -   -,0,23/08/2016,3,53
90036,C7,OO,90036C7OO,09/08/2016,1,  -   -,0,18/08/2016,3,187
90036,C7,OS,90036C7OS,09/08/2016,1,  -   -,0,18/08/2016,3,21
90036,SM,NE,90036SMNE,09/08/2016,1,  -   -,0,18/08/2016,3,100
10673,CB,NE,10673CBNE,10/08/2016,1,  -   -,0,19/08/2016,3,12
10673,CH,M_,10673CHM_,10/08/2016,1,  -   -,0,19/08/2016,3,30
10673,CH,NE,10673CHNE,10/08/2016,1,  -   -,0,23/08/2016,3,43
10673,CH,PA,10673CHPA,10/08/2016,1,  -   -,0,23/08/2016,3,13
10673,CH,RO,10673CHRO,10/08/2016,1,  -   -,0,19/08/2016,3,12
10673,CH,VI,10673CHVI,10/08/2016,1,  -   -,0,23/08/2016,3,12
10673,CH,ZM,10673CHZM,10/08/2016,1,  -   -,0,23/08/2016,3,15
10673,EP,OR,10673EPOR,10/08/2016,1,  -   -,0,23/08/2016,3,63
10673,EP,OS,10673EPOS,10/08/2016,1,  -   -,0,23/08/2016,3,26
10673,EP,PL,10673EPPL,10/08/2016,1,  -   -,0,23/08/2016,3,25
60251,CH,NE,60251CHNE,10/08/2016,1,  -   -,0,19/08/2016,3,18
60251,CH,PA,60251CHPA,10/08/2016,1,  -   -,0,23/08/2016,3,18
60251,CH,VI,60251CHVI,10/08/2016,1,  -   -,0,23/08/2016,3,15
60251,SM,NE,60251SMNE,10/08/2016,1,  -   -,0,23/08/2016,3,15
60251,SM,PA,60251SMPA,10/08/2016,1,  -   -,0,19/08/2016,3,15
8283,GA,C1,8283GAC1,10/08/2016,15,  -   -,0,29/08/2016,3,300
90036,C7,OO,90036C7OO,10/08/2016,1,  -   -,0,23/08/2016,3,8
90036,C7,OS,90036C7OS,10/08/2016,1,  -   -,0,19/08/2016,3,6
90036,PI,PA,90036PIPA,10/08/2016,1,  -   -,0,23/08/2016,3,6
10673,CB,NE,10673CBNE,11/08/2016,1,  -   -,0,25/08/2016,3,12
10673,CH,VI,10673CHVI,11/08/2016,1,  -   -,0,25/08/2016,3,21
10673,EP,PL,10673EPPL,11/08/2016,1,  -   -,0,25/08/2016,3,33
10673,PT,PA,10673PTPA,11/08/2016,1,  -   -,0,29/08/2016,3,15
10673,SM,NE,10673SMNE,11/08/2016,1,  -   -,0,29/08/2016,3,15
10693,GL,N5,10693GLN5,11/08/2016,2,  -   -,0,23/08/2016,3,22
10693,GL,NV,10693GLNV,11/08/2016,2,  -   -,0,23/08/2016,3,22
10693,GL,OS,10693GLOS,11/08/2016,2,  -   -,0,25/08/2016,3,15
10693,GL,PL,10693GLPL,11/08/2016,2,  -   -,0,25/08/2016,3,15
8048,GA,NE,8048GANE,11/08/2016,14,  -   -,0,06/09/2016,3,300
10698,NU,NE,10698NUNE,12/08/2016,4,  -   -,0,24/08/2016,3,391
11127,NM,OR,11127NMOR,12/08/2016,4,  -   -,0,03/09/2016,3,42
12647,AN,NE,12647ANNE,12/08/2016,1,  -   -,0,24/08/2016,3,16
12647,CH,ES,12647CHES,12/08/2016,1,  -   -,0,24/08/2016,3,66
12647,CH,NE,12647CHNE,12/08/2016,1,  -   -,0,22/08/2016,3,57
12647,CH,PA,12647CHPA,12/08/2016,1,  -   -,0,24/08/2016,3,46
12647,CH,PO,12647CHPO,12/08/2016,1,  -   -,0,24/08/2016,3,50
12647,GL,CH,12647GLCH,12/08/2016,1,  -   -,0,22/08/2016,3,40
12647,GL,PL,12647GLPL,12/08/2016,1,  -   -,0,23/08/2016,3,33
12647,SK,PE,12647SKPE,12/08/2016,1,  -   -,0,24/08/2016,3,51
12647,SK,PL,12647SKPL,12/08/2016,1,  -   -,0,23/08/2016,3,15
12647,SM,NE,12647SMNE,12/08/2016,1,  -   -,0,23/08/2016,3,67
12647,SM,PA,12647SMPA,12/08/2016,1,  -   -,0,23/08/2016,3,48
12647,SM,VI,12647SMVI,12/08/2016,1,  -   -,0,23/08/2016,3,18
12647,TX,AM,12647TXAM,12/08/2016,1,  -   -,0,24/08/2016,3,25
12647,VB,M_,12647VBM_,12/08/2016,1,  -   -,0,24/08/2016,3,48
12647,VB,NE,12647VBNE,12/08/2016,1,  -   -,0,24/08/2016,3,66
12647,VB,SG,12647VBSG,12/08/2016,1,  -   -,0,24/08/2016,3,48
12647,VX,NE,12647VXNE,12/08/2016,1,  -   -,0,24/08/2016,3,19
60251,CH,NE,60251CHNE,12/08/2016,1,  -   -,0,25/08/2016,3,12
60251,SM,NE,60251SMNE,12/08/2016,1,  -   -,0,24/08/2016,3,12
60251,SM,PA,60251SMPA,12/08/2016,1,  -   -,0,24/08/2016,3,12
90036,C7,OO,90036C7OO,12/08/2016,1,  -   -,0,24/08/2016,3,12
10693,GL,NE,10693GLNE,15/08/2016,2,  -   -,0,29/08/2016,3,39
10693,GL,OS,10693GLOS,15/08/2016,2,  -   -,0,25/08/2016,3,56
10693,GL,PL,10693GLPL,15/08/2016,2,  -   -,0,25/08/2016,3,18
10673,CH,NE,10673CHNE,16/08/2016,21,  -   -,0,25/08/2016,3,19
10673,CH,PA,10673CHPA,16/08/2016,21,  -   -,0,24/08/2016,3,18
10673,CH,VI,10673CHVI,16/08/2016,21,  -   -,0,25/08/2016,3,149
