vcestil,vcmater,vccolor,estilo-mat-col,programa,asignado,fpespunte,qfpespu,fmontado,qfmonta,totpares
10673,EP,PL,10673EPPL,16/08/2016,21,  -   -,0,25/08/2016,3,31
10673,SM,NE,10673SMNE,16/08/2016,21,  -   -,0,24/08/2016,3,21
11571,SM,NE,11571SMNE,16/08/2016,21,  -   -,0,24/08/2016,3,18
11571,SM,PA,11571SMPA,16/08/2016,21,  -   -,0,29/08/2016,3,22
60251,CH,PA,60251CHPA,16/08/2016,21,  -   -,0,25/08/2016,3,21
60251,VX,NE,60251VXNE,16/08/2016,21,  -   -,0,25/08/2016,3,144
10673,CH,NE,10673CHNE,17/08/2016,1,  -   -,0,25/08/2016,3,48
10673,CH,PA,10673CHPA,17/08/2016,1,  -   -,0,25/08/2016,3,28
10673,CH,RO,10673CHRO,17/08/2016,1,  -   -,0,26/08/2016,3,31
10673,CH,VI,10673CHVI,17/08/2016,1,  -   -,0,25/08/2016,3,66
10673,CH,ZM,10673CHZM,17/08/2016,1,  -   -,0,25/08/2016,3,13
10673,EP,OR,10673EPOR,17/08/2016,1,  -   -,0,30/08/2016,3,156
10673,EP,PL,10673EPPL,17/08/2016,1,  -   -,0,02/09/2016,3,596
10673,LZ,OR,10673LZOR,17/08/2016,1,  -   -,0,26/08/2016,3,13
10673,VB,NE,10673VBNE,17/08/2016,1,  -   -,0,26/08/2016,3,102
10693,GL,N5,10693GLN5,17/08/2016,2,  -   -,0,30/08/2016,3,78
10693,GL,NE,10693GLNE,17/08/2016,2,  -   -,0,29/08/2016,3,110
10693,GL,NV,10693GLNV,17/08/2016,2,  -   -,0,29/08/2016,3,188
10693,GL,OS,10693GLOS,17/08/2016,2,  -   -,0,29/08/2016,3,78
10693,GL,PL,10693GLPL,17/08/2016,2,  -   -,0,30/08/2016,3,124
30092,CH,NE,30092CHNE,18/08/2016,6,  -   -,0,25/10/2016,3,13
30092,ST,VI,30092STVI,18/08/2016,6,  -   -,0,25/10/2016,3,4
8057,PI,MI,8057PIMI,18/08/2016,16,  -   -,0,19/09/2016,3,90
8283,GA,C1,8283GAC1,18/08/2016,15,  -   -,0,15/09/2016,3,300
10696,AN,NE,10696ANNE,19/08/2016,5,  -   -,0,28/09/2016,3,168
10696,AN,TU,10696ANTU,19/08/2016,5,  -   -,0,28/09/2016,3,168
8048,GA,NE,8048GANE,19/08/2016,14,  -   -,0,15/09/2016,3,300
10300,SI,FI,10300SIFI,22/08/2016,11,  -   -,0,27/08/2016,3,200
10300,SI,YL,10300SIYL,22/08/2016,11,  -   -,0,30/08/2016,3,200
11123,NB,NE,11123NBNE,22/08/2016,1,  -   -,0,31/08/2016,3,49
11123,VB,SG,11123VBSG,22/08/2016,1,  -   -,0,06/09/2016,3,12
60251,CH,NE,60251CHNE,22/08/2016,1,  -   -,0,30/08/2016,3,188
60251,CH,PA,60251CHPA,22/08/2016,1,  -   -,0,02/09/2016,3,156
60251,SM,NE,60251SMNE,22/08/2016,1,  -   -,0,31/08/2016,3,13
60251,SM,PA,60251SMPA,22/08/2016,1,  -   -,0,02/09/2016,3,13
60251,SM,VI,60251SMVI,22/08/2016,1,  -   -,0,31/08/2016,3,13
10673,CH,VI,10673CHVI,23/08/2016,21,  -   -,0,05/09/2016,3,92
10673,EP,PL,10673EPPL,23/08/2016,21,  -   -,0,05/09/2016,3,108
11123,VB,SG,11123VBSG,23/08/2016,21,  -   -,0,31/08/2016,3,36
11127,MP,NE,11127MPNE,25/08/2016,4,  -   -,0,08/09/2016,3,184
11127,NM,OR,11127NMOR,25/08/2016,4,  -   -,0,08/09/2016,3,122
11127,NM,PL,11127NMPL,25/08/2016,4,  -   -,0,09/09/2016,3,184
11128,SC,NE,11128SCNE,25/08/2016,4,  -   -,0,13/09/2016,3,70
11128,SC,RO,11128SCRO,25/08/2016,4,  -   -,0,13/09/2016,3,40
10673,CH,VI,10673CHVI,26/08/2016,2,  -   -,0,20/09/2016,3,320
10673,EP,OR,10673EPOR,26/08/2016,1,  -   -,0,03/09/2016,3,239
10673,EP,OS,10673EPOS,26/08/2016,1,  -   -,0,03/09/2016,3,529
10673,EP,PL,10673EPPL,26/08/2016,2,  -   -,0,05/09/2016,3,660
10673,LZ,OR,10673LZOR,26/08/2016,1,  -   -,0,31/08/2016,3,21
10673,LZ,PL,10673LZPL,26/08/2016,1,  -   -,0,31/08/2016,3,34
13626,SA,NE,13626SANE,26/08/2016,4,  -   -,0,13/09/2016,3,63
10300,SI,FI,10300SIFI,29/08/2016,11,  -   -,0,06/09/2016,3,200
10300,SI,YL,10300SIYL,29/08/2016,11,  -   -,0,06/09/2016,3,200
11123,NB,NE,11123NBNE,29/08/2016,1,  -   -,0,01/09/2016,3,236
11123,VB,SG,11123VBSG,29/08/2016,1,  -   -,0,02/09/2016,3,225
60251,CH,NE,60251CHNE,29/08/2016,1,  -   -,0,02/09/2016,3,279
90036,C7,OO,90036C7OO,29/08/2016,1,  -   -,0,05/09/2016,3,21
90036,C7,OS,90036C7OS,29/08/2016,1,  -   -,0,31/08/2016,3,21
10673,CH,NE,10673CHNE,30/08/2016,21,  -   -,0,12/09/2016,3,16
10673,CH,PA,10673CHPA,30/08/2016,21,  -   -,0,12/09/2016,3,32
10673,CH,VI,10673CHVI,30/08/2016,21,  -   -,0,12/09/2016,3,88
10673,EP,OS,10673EPOS,30/08/2016,21,  -   -,0,08/09/2016,3,16
10673,EP,PL,10673EPPL,30/08/2016,21,  -   -,0,08/09/2016,3,49
10673,SM,NE,10673SMNE,30/08/2016,21,  -   -,0,08/09/2016,3,16
10673,SM,VI,10673SMVI,30/08/2016,21,  -   -,0,12/09/2016,3,16
10673,VB,NE,10673VBNE,30/08/2016,21,  -   -,0,08/09/2016,3,16
10693,GL,N5,10693GLN5,30/08/2016,2,  -   -,0,20/09/2016,3,55
10693,GL,OS,10693GLOS,30/08/2016,2,  -   -,0,08/09/2016,3,55
11123,VB,SG,11123VBSG,30/08/2016,21,  -   -,0,13/09/2016,3,16
11571,PI,AM,11571PIAM,30/08/2016,21,  -   -,0,12/09/2016,3,16
11571,PI,PA,11571PIPA,30/08/2016,21,  -   -,0,12/09/2016,3,16
11571,SM,NE,11571SMNE,30/08/2016,21,  -   -,0,12/09/2016,3,30
60251,VX,MK,60251VXMK,30/08/2016,21,  -   -,0,14/09/2016,3,180
60251,VX,NE,60251VXNE,30/08/2016,21,  -   -,0,15/09/2016,3,16
10696,AN,NE,10696ANNE,31/08/2016,5,  -   -,0,28/09/2016,3,96
10696,AN,TU,10696ANTU,31/08/2016,5,  -   -,0,28/09/2016,3,16
10697,GX,SG,10697GXSG,31/08/2016,6,  -   -,0,24/10/2016,3,82
10697,NB,NE,10697NBNE,31/08/2016,6,  -   -,0,24/10/2016,3,105
11077,CH,PA,11077CHPA,31/08/2016,5,  -   -,0,26/09/2016,3,13
11077,CQ,OS,11077CQOS,31/08/2016,5,  -   -,0,28/09/2016,3,60
11077,CQ,PL,11077CQPL,31/08/2016,5,  -   -,0,28/09/2016,3,60
11077,P1,BL,11077P1BL,31/08/2016,5,  -   -,0,26/09/2016,3,14
11077,VB,NE,11077VBNE,31/08/2016,5,  -   -,0,24/09/2016,3,50
75271,C7,OR,75271C7OR,31/08/2016,5,  -   -,0,27/09/2016,3,51
75271,C7,PL,75271C7PL,31/08/2016,5,  -   -,0,26/09/2016,3,59
75271,VB,NE,75271VBNE,31/08/2016,5,  -   -,0,26/09/2016,3,59
10673,CH,M_,10673CHM_,01/09/2016,1,  -   -,0,13/09/2016,3,60
10673,CH,NE,10673CHNE,01/09/2016,1,  -   -,0,14/09/2016,3,65
10673,CH,RO,10673CHRO,01/09/2016,1,  -   -,0,09/09/2016,3,36
10673,CH,ZM,10673CHZM,01/09/2016,1,  -   -,0,09/09/2016,3,52
10673,EP,OS,10673EPOS,01/09/2016,1,  -   -,0,07/09/2016,3,400
10673,EP,PL,10673EPPL,01/09/2016,1,  -   -,0,15/09/2016,3,401
10673,PI,NE,10673PINE,01/09/2016,1,  -   -,0,08/09/2016,3,36
10673,PT,PA,10673PTPA,01/09/2016,1,  -   -,0,10/09/2016,3,36
10673,SM,VI,10673SMVI,01/09/2016,1,  -   -,0,06/09/2016,3,33
10673,VB,CZ,10673VBCZ,01/09/2016,1,  -   -,0,09/09/2016,3,48
10673,VB,PA,10673VBPA,01/09/2016,1,  -   -,0,07/09/2016,3,30
10693,GL,N5,10693GLN5,01/09/2016,2,  -   -,0,14/09/2016,3,4
10693,GL,NV,10693GLNV,01/09/2016,2,  -   -,0,20/09/2016,3,12
10693,GL,PL,10693GLPL,01/09/2016,2,  -   -,0,14/09/2016,3,49
60251,CH,NE,60251CHNE,02/09/2016,1,  -   -,0,09/09/2016,3,322
60251,CH,PA,60251CHPA,02/09/2016,1,  -   -,0,12/09/2016,3,612
60251,CH,VI,60251CHVI,02/09/2016,1,  -   -,0,13/09/2016,3,280
60251,VX,MK,60251VXMK,02/09/2016,1,  -   -,0,10/09/2016,3,29
60251,VX,NE,60251VXNE,02/09/2016,1,  -   -,0,13/09/2016,3,33
10685,TX,LB,10685TXLB,03/09/2016,1,  -   -,0,14/09/2016,3,24
13627,GL,NE,13627GLNE,03/09/2016,1,  -   -,0,13/09/2016,3,17
13627,GL,PL,13627GLPL,03/09/2016,1,  -   -,0,14/09/2016,3,21
90036,C7,OO,90036C7OO,03/09/2016,1,  -   -,0,14/09/2016,3,13
10300,SI,FI,10300SIFI,05/09/2016,11,  -   -,0,15/09/2016,3,200
10300,SI,YL,10300SIYL,05/09/2016,11,  -   -,0,12/09/2016,3,200
10673,CH,VI,10673CHVI,05/09/2016,21,  -   -,0,15/09/2016,3,45
10673,EP,PL,10673EPPL,05/09/2016,21,  -   -,0,14/09/2016,3,149
10696,AN,NE,10696ANNE,05/09/2016,5,  -   -,0,30/09/2016,3,60
11077,CH,NE,11077CHNE,05/09/2016,5,  -   -,0,28/09/2016,3,8
11077,CH,PA,11077CHPA,05/09/2016,5,  -   -,0,28/09/2016,3,12
11077,CQ,OS,11077CQOS,05/09/2016,5,  -   -,0,28/09/2016,3,62
11077,CQ,PL,11077CQPL,05/09/2016,5,  -   -,0,28/09/2016,3,62
11077,VB,BL,11077VBBL,05/09/2016,5,  -   -,0,28/09/2016,3,24
11077,VB,NE,11077VBNE,05/09/2016,5,  -   -,0,28/09/2016,3,34
11077,VX,NE,11077VXNE,05/09/2016,5,  -   -,0,04/10/2016,3,48
60251,CH,PA,60251CHPA,05/09/2016,21,  -   -,0,15/09/2016,3,15
75271,C7,OR,75271C7OR,05/09/2016,5,  -   -,0,28/09/2016,3,36
75271,C7,PL,75271C7PL,05/09/2016,5,  -   -,0,30/09/2016,3,24
75271,VB,NE,75271VBNE,05/09/2016,5,  -   -,0,30/09/2016,3,36
10673,EP,PL,10673EPPL,06/09/2016,2,  -   -,0,21/09/2016,3,1236
10673,EP,OS,10673EPOS,07/09/2016,2,  -   -,0,30/09/2016,3,1187
60251,CH,NE,60251CHNE,07/09/2016,1,  -   -,0,15/09/2016,3,15
60251,CH,PA,60251CHPA,07/09/2016,1,  -   -,0,15/09/2016,3,27
60251,VX,NE,60251VXNE,07/09/2016,1,  -   -,0,15/09/2016,3,12
90036,C7,OO,90036C7OO,07/09/2016,1,  -   -,0,15/09/2016,3,12
90036,C7,OS,90036C7OS,07/09/2016,1,  -   -,0,15/09/2016,3,12
10673,CH,VI,10673CHVI,08/09/2016,21,  -   -,0,17/09/2016,3,566
10673,EP,PL,10673EPPL,08/09/2016,21,  -   -,0,17/09/2016,3,411
10697,GX,SG,10697GXSG,08/09/2016,6,  -   -,0,04/11/2016,3,10
10697,NB,NE,10697NBNE,08/09/2016,6,  -   -,0,02/11/2016,3,42
10673,CH,NE,10673CHNE,09/09/2016,1,  -   -,0,26/09/2016,3,60
10673,EP,OS,10673EPOS,09/09/2016,1,  -   -,0,26/09/2016,3,60
10673,SM,NE,10673SMNE,09/09/2016,1,  -   -,0,26/09/2016,3,77
11123,CH,PA,11123CHPA,09/09/2016,1,  -   -,0,21/09/2016,3,213
11123,NB,NE,11123NBNE,09/09/2016,1,  -   -,0,21/09/2016,3,387
11123,VB,SG,11123VBSG,09/09/2016,1,  -   -,0,21/09/2016,3,32
10300,SI,FI,10300SIFI,12/09/2016,11,  -   -,0,21/09/2016,3,200
10300,SI,YL,10300SIYL,12/09/2016,11,  -   -,0,21/09/2016,3,200
11061,CH,NE,11061CHNE,12/09/2016,4,  -   -,0,21/09/2016,3,12
11061,CH,ZM,11061CHZM,12/09/2016,4,  -   -,0,21/09/2016,3,12
75271,C7,OR,75271C7OR,12/09/2016,5,  -   -,0,12/10/2016,3,90
75271,C7,PL,75271C7PL,12/09/2016,5,  -   -,0,12/10/2016,3,90
10673,EP,OS,10673EPOS,13/09/2016,1,  -   -,0,21/09/2016,3,419
10673,EP,PL,10673EPPL,13/09/2016,1,  -   -,0,26/09/2016,3,284
10300,SI,YL,10300SIYL,14/09/2016,11,  -   -,0,23/09/2016,3,200
10673,CH,M_,10673CHM_,14/09/2016,1,  -   -,0,27/09/2016,3,12
10673,CH,NE,10673CHNE,14/09/2016,1,  -   -,0,30/09/2016,3,37
10673,CH,PA,10673CHPA,14/09/2016,1,  -   -,0,30/09/2016,3,33
10673,CH,RO,10673CHRO,14/09/2016,1,  -   -,0,30/09/2016,3,8
10673,CH,VI,10673CHVI,14/09/2016,1,  -   -,0,30/09/2016,3,192
10673,CH,ZM,10673CHZM,14/09/2016,1,  -   -,0,26/09/2016,3,152
10673,EP,OR,10673EPOR,14/09/2016,1,  -   -,0,30/09/2016,3,36
10673,EP,PL,10673EPPL,14/09/2016,1,  -   -,0,30/09/2016,3,201
10673,LZ,OR,10673LZOR,14/09/2016,1,  -   -,0,28/09/2016,3,10
10673,LZ,OS,10673LZOS,14/09/2016,1,  -   -,0,26/09/2016,3,10
10673,LZ,PL,10673LZPL,14/09/2016,1,  -   -,0,26/09/2016,3,10
10673,VB,NE,10673VBNE,14/09/2016,1,  -   -,0,26/09/2016,3,10
10693,GL,NE,10693GLNE,15/09/2016,2,  -   -,0,04/10/2016,3,10
10693,GL,NV,10693GLNV,15/09/2016,2,  -   -,0,04/10/2016,3,8
10693,GL,OS,10693GLOS,15/09/2016,2,  -   -,0,27/09/2016,3,22
10693,GL,PL,10693GLPL,15/09/2016,2,  -   -,0,27/09/2016,3,182
11571,SM,PA,11571SMPA,15/09/2016,1,  -   -,0,28/09/2016,3,21
40074,EP,OR,40074EPOR,15/09/2016,4,  -   -,0,03/10/2016,3,505
40074,EP,OS,40074EPOS,15/09/2016,4,  -   -,0,27/09/2016,3,34
40074,EP,PL,40074EPPL,15/09/2016,4,  -   -,0,24/09/2016,3,230
60251,CH,NE,60251CHNE,15/09/2016,1,  -   -,0,27/09/2016,3,25
60251,CH,PA,60251CHPA,15/09/2016,1,  -   -,0,27/09/2016,3,41
60251,VX,NE,60251VXNE,15/09/2016,1,  -   -,0,28/09/2016,3,12
10698,NU,NE,10698NUNE,16/09/2016,4,  -   -,0,05/10/2016,3,21
11127,MP,NE,11127MPNE,16/09/2016,4,  -   -,0,30/09/2016,3,65
11127,NM,OR,11127NMOR,16/09/2016,4,  -   -,0,30/09/2016,3,24
11127,NM,PL,11127NMPL,16/09/2016,4,  -   -,0,30/09/2016,3,62
11129,EP,OR,11129EPOR,16/09/2016,4,  -   -,0,30/09/2016,3,49
11129,EP,PL,11129EPPL,16/09/2016,4,  -   -,0,30/09/2016,3,36
8048,GA,NE,8048GANE,19/09/2016,14,  -   -,0,29/09/2016,3,192
11129,EP,OR,11129EPOR,20/09/2016,4,  -   -,0,29/09/2016,3,412
11129,EP,PL,11129EPPL,20/09/2016,4,  -   -,0,29/09/2016,3,354
10300,SI,FI,10300SIFI,21/09/2016,11,  -   -,0,28/09/2016,3,200
10300,SI,YL,10300SIYL,21/09/2016,11,  -   -,0,30/09/2016,3,200
10673,CH,NE,10673CHNE,21/09/2016,1,  -   -,0,27/09/2016,3,61
10673,CH,PA,10673CHPA,21/09/2016,1,  -   -,0,28/09/2016,3,49
10673,CH,RO,10673CHRO,21/09/2016,1,  -   -,0,27/09/2016,3,37
10673,CH,VI,10673CHVI,21/09/2016,1,  -   -,0,27/09/2016,3,70
10673,CH,ZM,10673CHZM,21/09/2016,1,  -   -,0,27/09/2016,3,79
10673,EP,OR,10673EPOR,21/09/2016,1,  -   -,0,28/09/2016,3,105
10673,EP,OS,10673EPOS,21/09/2016,1,  -   -,0,28/09/2016,3,98
10673,EP,PL,10673EPPL,21/09/2016,1,  -   -,0,30/09/2016,3,69
10673,VB,NE,10673VBNE,21/09/2016,1,  -   -,0,28/09/2016,3,25
10698,NU,CC,10698NUCC,21/09/2016,4,  -   -,0,30/09/2016,3,13
10698,NU,NE,10698NUNE,21/09/2016,4,  -   -,0,30/09/2016,3,13
11127,NM,OR,11127NMOR,21/09/2016,4,  -   -,0,27/09/2016,3,13
11127,NM,PL,11127NMPL,21/09/2016,4,  -   -,0,28/09/2016,3,13
11128,SC,NE,11128SCNE,21/09/2016,4,  -   -,0,28/09/2016,3,13
11128,SC,RO,11128SCRO,21/09/2016,4,  -   -,0,28/09/2016,3,13
11061,CH,NE,11061CHNE,22/09/2016,4,  -   -,0,26/09/2016,3,33
11061,SK,OO,11061SKOO,22/09/2016,4,  -   -,0,24/09/2016,3,33
11127,MP,NE,11127MPNE,22/09/2016,4,  -   -,0,28/09/2016,3,12
11127,NM,OR,11127NMOR,22/09/2016,4,  -   -,0,28/09/2016,3,12
11128,SC,NE,11128SCNE,22/09/2016,4,  -   -,0,28/09/2016,3,12
11129,EP,PL,11129EPPL,22/09/2016,4,  -   -,0,28/09/2016,3,12
90036,C7,OO,90036C7OO,22/09/2016,1,  -   -,0,03/10/2016,3,100
90036,C7,OS,90036C7OS,22/09/2016,1,  -   -,0,03/10/2016,3,100
95041,CH,NE,95041CHNE,22/09/2016,1,  -   -,0,03/10/2016,3,60
95041,CH,PA,95041CHPA,22/09/2016,1,  -   -,0,05/10/2016,3,60
95041,CH,VI,95041CHVI,22/09/2016,1,  -   -,0,05/10/2016,3,60
10693,GL,NV,10693GLNV,23/09/2016,1,  -   -,0,30/09/2016,3,18
10693,GL,OS,10693GLOS,23/09/2016,1,  -   -,0,03/10/2016,3,49
10693,GL,PL,10693GLPL,23/09/2016,1,  -   -,0,03/10/2016,3,16
11571,SM,NE,11571SMNE,23/09/2016,1,  -   -,0,03/10/2016,3,18
10673,EP,OR,10673EPOR,26/09/2016,1,  -   -,0,05/10/2016,3,708
10673,EP,PL,10673EPPL,26/09/2016,1,  -   -,0,03/10/2016,3,205
10673,CH,NE,10673CHNE,27/09/2016,1,  -   -,0,03/10/2016,3,50
10673,CH,RO,10673CHRO,27/09/2016,1,  -   -,0,03/10/2016,3,48
10673,EP,OS,10673EPOS,27/09/2016,1,  -   -,0,03/10/2016,3,180
10673,EP,PL,10673EPPL,27/09/2016,1,  -   -,0,05/10/2016,3,644
10673,CB,NE,10673CBNE,28/09/2016,1,  -   -,0,11/10/2016,3,660
10673,CH,PA,10673CHPA,28/09/2016,1,  -   -,0,11/10/2016,3,321
40074,CH,NE,40074CHNE,28/09/2016,2,  -   -,0,11/10/2016,3,140
8274,PI,MI,8274PIMI,28/09/2016,14,  -   -,0,05/10/2016,3,10
95031,SM,NE,95031SMNE,28/09/2016,25,  -   -,0,05/10/2016,3,153
95032,AN,CG,95032ANCG,28/09/2016,25,  -   -,0,05/10/2016,3,154
95032,AN,TU,95032ANTU,28/09/2016,25,  -   -,0,10/10/2016,3,158
95033,NU,CA,95033NUCA,28/09/2016,25,  -   -,0,05/10/2016,3,161
10673,CH,VI,10673CHVI,29/09/2016,1,  -   -,0,05/10/2016,3,2
10673,CH,ZM,10673CHZM,29/09/2016,1,  -   -,0,05/10/2016,3,375
10673,SM,NE,10673SMNE,29/09/2016,1,  -   -,0,04/10/2016,3,14
10673,VB,NE,10673VBNE,29/09/2016,1,  -   -,0,05/10/2016,3,24
11002,SM,NE,11002SMNE,29/09/2016,4,  -   -,0,10/10/2016,3,10
11127,MP,NE,11127MPNE,29/09/2016,4,  -   -,0,10/10/2016,3,8
11127,NM,OR,11127NMOR,29/09/2016,4,  -   -,0,10/10/2016,3,8
11127,NM,PL,11127NMPL,29/09/2016,4,  -   -,0,10/10/2016,3,8
11128,SC,NE,11128SCNE,29/09/2016,4,  -   -,0,10/10/2016,3,10
11128,SC,RO,11128SCRO,29/09/2016,4,  -   -,0,10/10/2016,3,8
13626,SA,NE,13626SANE,29/09/2016,4,  -   -,0,10/10/2016,3,130
13626,SA,PL,13626SAPL,29/09/2016,4,  -   -,0,10/10/2016,3,130
40074,CH,HP,40074CHHP,29/09/2016,10,  -   -,0,11/10/2016,3,15
40074,CH,NE,40074CHNE,29/09/2016,10,  -   -,0,10/10/2016,3,226
60251,CH,NE,60251CHNE,29/09/2016,1,  -   -,0,04/10/2016,3,14
60251,CH,PA,60251CHPA,29/09/2016,1,  -   -,0,04/10/2016,3,31
60251,CH,RO,60251CHRO,29/09/2016,1,  -   -,0,05/10/2016,3,14
60251,SM,NE,60251SMNE,29/09/2016,1,  -   -,0,05/10/2016,3,18
60251,SM,PA,60251SMPA,29/09/2016,1,  -   -,0,05/10/2016,3,18
90036,C7,OO,90036C7OO,29/09/2016,1,  -   -,0,05/10/2016,3,12
90036,C7,OS,90036C7OS,29/09/2016,1,  -   -,0,04/10/2016,3,12
13901,DU,NE,13901DUNE,30/09/2016,10,  -   -,0,17/10/2016,3,167
13901,DU,VI,13901DUVI,30/09/2016,10,  -   -,0,17/10/2016,3,167
13904,CH,NE,13904CHNE,30/09/2016,10,  -   -,0,24/10/2016,3,35
13904,CH,PA,13904CHPA,30/09/2016,10,  -   -,0,24/10/2016,3,274
13904,LZ,OR,13904LZOR,30/09/2016,10,  -   -,0,24/10/2016,3,260
95032,AN,CG,95032ANCG,03/10/2016,5,  -   -,0,14/10/2016,3,13
95032,AN,NE,95032ANNE,03/10/2016,5,  -   -,0,14/10/2016,3,13
10673,CH,NE,10673CHNE,04/10/2016,1,  -   -,0,11/10/2016,3,126
10673,CH,RO,10673CHRO,04/10/2016,1,  -   -,0,06/10/2016,3,30
10673,CH,VI,10673CHVI,04/10/2016,1,  -   -,0,06/10/2016,3,111
10673,CH,ZM,10673CHZM,04/10/2016,1,  -   -,0,06/10/2016,3,58
10673,EP,OR,10673EPOR,04/10/2016,1,  -   -,0,11/10/2016,3,18
10673,EP,OS,10673EPOS,04/10/2016,1,  -   -,0,05/10/2016,3,262
10673,EP,PL,10673EPPL,04/10/2016,1,  -   -,0,06/10/2016,3,234
10673,LZ,OR,10673LZOR,04/10/2016,1,  -   -,0,06/10/2016,3,18
10673,LZ,PL,10673LZPL,04/10/2016,1,  -   -,0,06/10/2016,3,18
10673,SM,NE,10673SMNE,04/10/2016,1,  -   -,0,10/10/2016,3,59
11077,CH,NE,11077CHNE,04/10/2016,5,  -   -,0,14/10/2016,3,18
11077,CQ,OS,11077CQOS,04/10/2016,5,  -   -,0,14/10/2016,3,15
10300,SI,YL,10300SIYL,05/10/2016,11,  -   -,0,06/10/2016,3,300
10685,TF,AP,10685TFAP,06/10/2016,1,  -   -,0,11/10/2016,3,13
10693,GL,NV,10693GLNV,06/10/2016,2,  -   -,0,17/10/2016,3,13
11061,CH,NE,11061CHNE,06/10/2016,4,  -   -,0,26/10/2016,3,512
11571,SM,NE,11571SMNE,06/10/2016,1,  -   -,0,11/10/2016,3,20
11571,SM,PA,11571SMPA,06/10/2016,1,  -   -,0,11/10/2016,3,22
60251,CH,NE,60251CHNE,06/10/2016,1,  -   -,0,11/10/2016,3,304
60251,CH,PA,60251CHPA,06/10/2016,1,  -   -,0,11/10/2016,3,209
60251,SM,NE,60251SMNE,06/10/2016,1,  -   -,0,11/10/2016,3,44
60251,VX,MK,60251VXMK,06/10/2016,1,  -   -,0,12/10/2016,3,24
60251,VX,NE,60251VXNE,06/10/2016,1,  -   -,0,11/10/2016,3,66
75271,C7,OR,75271C7OR,06/10/2016,5,  -   -,0,19/10/2016,3,57
75271,C7,PL,75271C7PL,06/10/2016,5,  -   -,0,19/10/2016,3,39
75271,VB,NE,75271VBNE,06/10/2016,5,  -   -,0,19/10/2016,3,41
90036,C7,OO,90036C7OO,06/10/2016,1,  -   -,0,11/10/2016,3,45
95041,CH,PA,95041CHPA,06/10/2016,1,  -   -,0,11/10/2016,3,12
10696,AN,NE,10696ANNE,07/10/2016,5,  -   -,0,24/10/2016,3,21
11077,CH,NE,11077CHNE,07/10/2016,5,  -   -,0,20/10/2016,3,43
11077,CH,PA,11077CHPA,07/10/2016,5,  -   -,0,20/10/2016,3,194
11077,CQ,OS,11077CQOS,07/10/2016,5,  -   -,0,20/10/2016,3,24
11077,CQ,PL,11077CQPL,07/10/2016,5,  -   -,0,20/10/2016,3,36
11077,P1,NE,11077P1NE,07/10/2016,5,  -   -,0,20/10/2016,3,28
11077,VB,M_,11077VBM_,07/10/2016,5,  -   -,0,20/10/2016,3,39
11077,VX,NE,11077VXNE,07/10/2016,5,  -   -,0,20/10/2016,3,12
40071,SM,GR,40071SMGR,07/10/2016,2,  -   -,0,18/10/2016,3,301
40071,TR,OS,40071TROS,07/10/2016,2,  -   -,0,17/10/2016,3,34
40074,CH,HP,40074CHHP,07/10/2016,2,  -   -,0,17/10/2016,3,84
40074,CH,NE,40074CHNE,07/10/2016,2,  -   -,0,18/10/2016,3,384
40074,EP,OR,40074EPOR,07/10/2016,2,  -   -,0,17/10/2016,3,18
40074,VB,M1,40074VBM1,07/10/2016,2,  -   -,0,18/10/2016,3,85
95032,AN,NE,95032ANNE,07/10/2016,5,  -   -,0,24/10/2016,3,12
10673,EP,OR,10673EPOR,10/10/2016,1,  -   -,0,14/10/2016,3,240
10673,EP,OS,10673EPOS,10/10/2016,1,  -   -,0,12/10/2016,3,762
10673,EP,OR,10673EPOR,11/10/2016,1,  -   -,0,14/10/2016,3,250
10673,EP,PL,10673EPPL,11/10/2016,1,  -   -,0,14/10/2016,3,692
10673,CH,NE,10673CHNE,12/10/2016,1,  -   -,0,14/10/2016,3,242
10673,CH,PA,10673CHPA,12/10/2016,1,  -   -,0,17/10/2016,3,363
10673,CH,RO,10673CHRO,12/10/2016,1,  -   -,0,17/10/2016,3,32
10673,CH,ZM,10673CHZM,12/10/2016,1,  -   -,0,17/10/2016,3,245
10673,CH,VI,10673CHVI,13/10/2016,1,  -   -,0,19/10/2016,3,503
10673,LZ,OR,10673LZOR,13/10/2016,1,  -   -,0,19/10/2016,3,125
10673,PT,PA,10673PTPA,13/10/2016,1,  -   -,0,19/10/2016,3,12
10673,SM,NE,10673SMNE,13/10/2016,1,  -   -,0,19/10/2016,3,32
10673,VB,NE,10673VBNE,13/10/2016,1,  -   -,0,19/10/2016,3,12
10673,VB,PA,10673VBPA,13/10/2016,1,  -   -,0,19/10/2016,3,12
10685,TX,LB,10685TXLB,13/10/2016,1,  -   -,0,19/10/2016,3,13
11571,PI,NE,11571PINE,14/10/2016,1,  -   -,0,18/10/2016,3,8
11571,PI,PA,11571PIPA,14/10/2016,1,  -   -,0,18/10/2016,3,9
60251,VX,NE,60251VXNE,14/10/2016,1,  -   -,0,18/10/2016,3,253
95041,CH,PA,95041CHPA,14/10/2016,1,  -   -,0,19/10/2016,3,250
10300,SI,FI,10300SIFI,17/10/2016,11,  -   -,0,21/10/2016,3,200
10300,SI,YL,10300SIYL,17/10/2016,11,  -   -,0,20/10/2016,3,200
40074,CH,HP,40074CHHP,18/10/2016,2,  -   -,0,27/10/2016,3,14
40074,CH,M_,40074CHM_,18/10/2016,2,  -   -,0,27/10/2016,3,251
